,outcome_profit,outcome_damage_inc,outcome_damage_amount,income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,credit_use_ic,gluten_ic,lactose_ic,insurance_ic,spa_ic,empl_ic,cab_requests,married_cd,bar_no,sport_ic,neighbor_income,age,marketing_permit,urban_ic,dining_ic,presidential,prev_stay,prev_all_in_stay,divorce,fam_adult_size,children_no,tenure_mts,tenure_yrs,company_ic,claims_no,claims_am,nights_booked,shop_am,shop_use,retired,gold_status,score1_pos,score1_neg,score2_pos,score2_neg,score3_pos,score3_neg,score4_pos,score4_neg,score5_pos,score5_neg,gender_M,client_segment_0.0,client_segment_1.0,client_segment_2.0,client_segment_3.0,client_segment_4.0,sect_empl_0.0,sect_empl_1.0,sect_empl_2.0,sect_empl_3.0,sect_empl_4.0,profitpernight
10,1761.14,1,483.05,0.5901354524028798,0.750053855622353,0.01916609712114576,-0.25693802055886733,-0.39861497446230854,2.5669102143283484,0,0,0,1,0,0,1.608414387636987,1,1.0718572124843349,0,0.27074263576507646,0.5034837211303387,1,1,0,0,1,1,0,0.044797553133049006,-0.46068676326712227,-0.7235180538269753,-0.717819125947297,0,-0.30462002643993075,-0.06699873325306355,-0.26454112514957123,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-1.9540659507454314,-2.4900814494648422,-3.785954562709307e-16,3.6561510977639585e-16,-1.55817082751327,2.56546360961375,0.0,-5.1557972663975215e-16,0,0,0,1,0,0,0,1,0,0,0,-0.29707301030287775
11,2109.04,1,1046.7,0.11297137270582268,0.17812322077499446,-0.16018274378875713,4.591107346049214,6.332495592233695,1.9083418591786707,0,0,0,1,0,0,1.2843702489547757,1,0.6719450345666438,1,-0.24503120016831148,0.5034837211303387,1,1,0,0,1,0,0,0.044797553133049006,0.73736295123978,1.3807954744093645,1.3984651029657071,0,-0.30462002643993075,-0.06699873325306355,-0.42374842387130157,-0.3014371924338569,0,0,0,-0.7752751495223946,0.17610915422692106,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.174366075070931,1.002559006684387,0.0,-5.1557972663975215e-16,0,0,0,1,0,0,1,0,0,0,0,-0.28635993574269586
12,1530.76,0,0.0,-0.22044960348076711,-0.21898443792797756,-0.314915077122791,-0.25693802055886733,-0.39861497446230854,0.04239818625458376,0,0,0,0,0,0,-1.307982860502915,1,-0.7277475881452745,0,1.0909152816151531e-15,1.8625333958626218,0,1,0,0,1,0,0,-1.1992487820872835,-0.46068676326712227,0.3422149266023968,0.3403229885092051,0,-0.30462002643993075,-0.06699873325306355,0.2661498705895299,-0.3014371924338569,0,1,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,1.79244637370177,2.5631300702565722,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,1,0,1,0,0,0,1,0,0,0,0,-0.4199647606588738
13,1694.48,0,0.0,-0.14057885709510273,-0.2087409041695174,-0.3135084195470271,-0.25693802055886733,-0.39861497446230854,0.4814437563543689,0,0,0,0,0,0,-0.33585044445628087,1,-0.12787932126873808,0,-0.5948278162242981,0.31815876548502736,0,1,0,0,1,0,0,1.2888438883533815,-0.46068676326712227,0.5187057386480253,0.5031140830409746,0,-0.30462002643993075,-0.06699873325306355,1.5132737105764174,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,1.3579299017696858,0.428833242937518,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,1,0,1,0,0,0,1,0,0,0,0,-0.44129020236717187
14,2852.01,0,0.0,-0.10034048410566333,-0.2357155430667958,0.02778187477269992,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,0,0,0,0.3122378329081417,0,-1.1276597660629655,0,0.41018149257264935,2.1096333367230367,1,1,0,0,1,0,0,-1.1992487820872835,-0.46068676326712227,-0.207621834001292,-0.22944584235198834,0,-0.30462002643993075,-0.06699873325306355,-0.6890939217408522,-0.3014371924338569,0,1,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,0.6221483693017723,-1.7801105297975273,0.5630271693407858,-1.815017108076521,1,0,0,1,0,0,1,0,0,0,0,0.5805427189681216
15,3692.95,1,400.19,-0.24856798460591753,-0.2357155430667958,1.0718734603834874,3.0499835836010263,4.088792070001694,-0.7259315614200403,0,0,0,0,1,0,-0.33585044445628087,1,-0.12787932126873808,1,-0.2810154212799432,0.07105882462461224,0,1,0,0,1,0,0,0.044797553133049006,-0.46068676326712227,-0.024342913800062396,0.01474079944566599,0,2.522399247068241,-0.06699873325306355,-0.6625593719538971,-0.3014371924338569,0,0,0,-3.1547397585167665,-1.6778836647351785,-7.853804045339587e-16,7.500248261744675e-16,-0.33226005969049255,2.3474879561749438,0.780726687017349,-2.8772187515200685,-3.3184275263330765,-0.19594380409117965,0,0,1,0,0,0,1,0,0,0,0,1.533026802867997
16,1953.79,0,0.0,-0.16094044342710823,-0.14010922798783434,-0.3247616801531386,-0.25693802055886733,-0.39861497446230854,-0.5612894726326209,0,0,0,0,1,0,-0.011806305774069572,1,-0.12787932126873808,0,-0.5008190385701603,-1.4115408205378783,1,1,0,0,1,0,0,-1.1992487820872835,-0.46068676326712227,-0.13295264428967993,-0.14805029508610357,0,-0.30462002643993075,-0.06699873325306355,-0.6890939217408522,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,2.218101900692494,0.3499926973857384,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,0,0,1,0,0,0,1,0,0,0,0,0.03471046795868956
17,2822.35,1,898.0,-0.2097840106401928,-0.19200979903069915,-0.34656487257747975,1.6299731920058278,2.9669403088856936,0.5912051488793152,0,0,0,1,0,0,-0.9839387218207035,1,-0.32783541022758356,1,-0.2562762692656964,-0.8555659536019443,1,1,0,0,1,1,0,1.2888438883533815,1.9354126657466821,0.9735089850732987,0.9914873666362833,0,-0.30462002643993075,-0.06699873325306355,0.7703063165416759,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,0,0,1,0,0,0,0,1,0,0,0,-0.43532765467082746
18,1344.72,1,298.15,-0.25220398216520423,-0.2357155430667958,-0.35887312636541424,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,0,0,0,-0.011806305774069572,1,0.2720328566489529,0,-0.8039861014356575,-1.1026658944623595,1,1,0,0,1,0,0,0.044797553133049006,-0.46068676326712227,0.0,-2.8917507416496154e-16,1,-0.30462002643993075,-0.06699873325306355,-0.6625593719538971,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,0,1,0,0,0,0,1,0,0,0,0,-0.12835861850248237
19,1410.55,0,0.0,-0.25220398216520423,0.04085986841162838,-0.35887312636541424,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,0,0,0,-0.6598945831384923,1,-0.12787932126873808,0,1.0909152816151531e-15,0.9976836028511689,0,1,0,0,0,0,0,-1.1992487820872835,0.73736295123978,0.5187057386480253,0.5031140830409746,0,-0.30462002643993075,-0.06699873325306355,-0.6625593719538971,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,0,0,1,0,0,0,1,0,0,0,0,-0.12835861850248237
20,1324.4,0,0.0,-0.25220398216520423,-0.2357155430667958,-0.35887312636541424,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,0,1,0,0.636281971590353,0,-0.7277475881452745,0,0.8433415542039161,2.356733277583452,0,1,0,0,1,0,0,-1.1992487820872835,-0.46068676326712227,-0.2144099421568931,-0.22944584235198834,0,-0.30462002643993075,-0.06699873325306355,-0.6625593719538971,-0.3014371924338569,0,1,0,1.1141911227010644,0.1665897850272169,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,0,0,1,0,0,0,1,0,0,0,0,-0.12835861850248237
21,1567.26,0,0.0,-0.059859711278938146,-0.15171856624742253,-0.18479925136462616,-0.25693802055886733,1.8450885477696928,1.688819074128778,0,0,0,1,1,0,0.636281971590353,1,0.2720328566489529,1,2.983203236308949,-0.2995910866660104,0,1,0,0,1,1,0,1.2888438883533815,3.1334623802535844,1.8491749371458401,1.8868383865610159,0,-0.30462002643993075,-0.06699873325306355,0.3988226195243052,2.432826052373923,1,0,0,-0.48675577707170986,2.3813154110698656,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,-0.8353703481439337,0.3047101930297666,0,0,0,1,0,0,1,0,0,0,0,-0.4106792443646495
22,1130.12,0,0.0,-0.08131209687872963,-0.07216045405671533,-0.12765378734921592,-0.25693802055886733,-0.39861497446230854,0.37168236382942266,0,0,0,1,1,1,-0.9839387218207035,1,3.271374191031635,0,-0.6825393551839004,-1.226215864892567,0,0,0,0,1,1,0,0.044797553133049006,-0.46068676326712227,0.4644008734032165,0.5031140830409746,0,-0.30462002643993075,-0.06699873325306355,0.8499099659025411,0.46931763653963526,1,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,1.8582818533664316,1.1483790368249258,0.0,-5.1557972663975215e-16,0,0,1,0,0,0,1,0,0,0,0,-0.4198291578379634
23,2042.24,0,0.0,-0.19705801918268936,-0.18518077652505904,-0.34199323545624694,-0.25693802055886733,-0.39861497446230854,-0.5612894726326209,0,0,0,1,0,0,-0.6598945831384923,1,-0.7277475881452745,0,0.6890592061877951,-1.6586407613982934,0,1,0,0,1,0,0,-1.1992487820872835,-0.46068676326712227,-0.31623156449090956,-0.3108413896178731,0,-0.30462002643993075,-0.06699873325306355,-0.6890939217408522,-0.3014371924338569,0,0,0,-0.41413414973307294,2.0765675126070553,-1.4451576758944826,0.12230366485728765,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,-2.2894191845310803,-2.1664871567272805,0,0,1,0,0,0,1,0,0,0,0,0.00803138536570987
24,2805.15,0,0.0,-0.25220398216520423,0.29763111462369624,-0.09442150212179273,1.2332830208061802,1.8450885477696928,2.347387429278456,0,0,0,0,1,0,-1.307982860502915,1,0.2720328566489529,1,-0.5510470138718129,-0.48491604231132174,1,1,0,0,1,0,0,1.2888438883533815,0.73736295123978,1.5233457456769874,1.5612561974974768,0,2.522399247068241,0.991179970795751,-0.6625593719538971,-0.3014371924338569,0,0,0,0.17709241385355828,-1.581213040222038,-2.8594666287827666,-0.7121142971992239,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,0,0,1,0,0,0,1,0,0,0,0,0.17872306685344747
25,2271.39,0,0.0,-0.17354523496596877,-0.2357155430667958,-0.2568904521225283,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,0,0,0,0.636281971590353,1,-0.12787932126873808,0,0.14509773038362903,-0.8555659536019443,0,1,0,0,1,0,0,0.044797553133049006,-0.46068676326712227,0.8241706056500746,0.8286962721045138,0,-0.30462002643993075,-0.06699873325306355,-0.6625593719538971,2.083012264549975,1,0,0,-1.5011354465682742,-2.11274735696652,0.19304464646716604,-1.1533103651456331,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,0,0,1,0,0,0,1,0,0,0,0,-0.009936160054051981
26,1055.05,0,0.0,-0.25220398216520423,-0.2357155430667958,-0.35887312636541424,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,0,1,0,-1.9560711378673374,1,-0.527791499186429,0,1.219076796311204,2.047858351507933,0,1,0,0,1,0,0,-1.1992487820872835,-0.46068676326712227,0.8038062811832714,0.8286962721045138,0,-0.30462002643993075,-0.06699873325306355,0.05387347229388944,-0.3014371924338569,0,1,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,0,0,0,1,0,0,1,0,0,0,0,-0.41644528883253495
27,2125.52,0,0.0,0.23186849289449754,0.2552911750887276,-0.31368425174399756,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,1,0,0,-0.9839387218207035,1,0.6719450345666438,0,1.2427664085430281,-0.42314105709621797,0,0,0,0,0,1,0,0.044797553133049006,-0.46068676326712227,-1.829979683189954,-1.857356787669684,0,-0.30462002643993075,-0.06699873325306355,-0.6890939217408522,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,1,0,1,0,0,0,1,0,0,0,0,0.051861306768462234
28,2015.78,0,0.0,-0.18542282699297197,-0.2162528289257215,-0.17776596348580645,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,1,1,0,0,-0.9839387218207035,0,0.2720328566489529,0,0.20372202394466238,1.0594585880662726,1,1,0,0,1,0,1,-1.1992487820872835,-0.46068676326712227,-1.0154067045178226,-1.043401315010836,0,-0.30462002643993075,-0.06699873325306355,-0.6625593719538971,-0.3014371924338569,0,1,0,-1.1462173438087206,-1.6963104987116941,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-2.5638708804773036,-3.078098030246536,0.0,-5.1557972663975215e-16,0,0,0,1,0,0,1,0,0,0,0,0.08194333356973021
29,2404.4,0,0.0,-0.25196158232791843,0.041030593974269385,-0.35869729416844376,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,0,1,0,-0.33585044445628087,1,0.0720767676901074,0,-0.9081904084047576,0.5652587063454424,0,0,0,0,0,0,0,0.044797553133049006,-0.46068676326712227,0.06390249222275185,0.09613634671155077,0,-0.30462002643993075,-0.06699873325306355,-0.6625593719538971,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,1.1439567373196695,1,0,1,0,0,0,1,0,0,0,0,-0.1281544418499851
30,1508.8,1,1236.95,-0.25220398216520423,-0.2357155430667958,-0.35887312636541424,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,0,0,0,-0.011806305774069572,0,0.2720328566489529,0,0.4359701843693187,0.5652587063454424,0,1,0,0,1,0,1,1.2888438883533815,-0.46068676326712227,1.3672192580981624,1.3984651029657071,0,1.1088896103141554,0.9163474436585973,-0.6625593719538971,-0.3014371924338569,0,0,0,3.334225509576503,3.0893380358686384,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,0,0,1,0,0,0,1,0,0,0,0,-0.12835861850248237
31,3512.52,0,0.0,-0.1610616433457511,-0.2357155430667958,-0.2466921846982397,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,0,0,0,-0.011806305774069572,1,-1.1276597660629655,0,1.0448531924290538,0.2563837802699236,1,1,0,0,1,0,0,1.2888438883533815,0.73736295123978,0.2946981695131891,0.25892744124332034,0,-0.30462002643993075,-0.06699873325306355,-0.6890939217408522,2.2569646950247817,1,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,1,0,0,1,0,0,1,0,0,0,0,0.15558304623708746
32,949.05,0,0.0,-0.25196158232791843,-0.2357155430667958,-0.35447732144115196,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,1,0,0,-0.33585044445628087,1,-0.7277475881452745,0,-1.0387831441890545,0.37993375070013113,1,1,0,0,0,0,0,0.044797553133049006,-0.46068676326712227,-0.7167299456713742,-0.717819125947297,0,-0.30462002643993075,-0.06699873325306355,-0.6625593719538971,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,0,0,1,0,0,0,1,0,0,0,0,-0.12325420219005002
33,2549.75,0,0.0,-0.25220398216520423,-0.2357155430667958,-0.35887312636541424,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,0,0,0,0.3122378329081417,1,-0.12787932126873808,0,-0.4598869870556792,-1.1644408796774632,0,1,0,0,1,0,0,-1.1992487820872835,-0.46068676326712227,-0.6149083233373578,-0.6364235786814122,0,-0.30462002643993075,-0.06699873325306355,-0.7421630213147623,-0.3014371924338569,0,0,0,-1.6862162163404524,-2.0945239352213085,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-2.3283773091304885,-1.164213932950109,0.0,-5.1557972663975215e-16,0,0,1,0,0,0,1,0,0,0,0,0.8639399126343653
34,1022.26,1,369.62,-0.25220398216520423,-0.2357155430667958,-0.35887312636541424,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,0,1,0,1.2843702489547757,1,-0.32783541022758356,0,-0.2531276499184286,0.5034837211303387,0,1,0,0,1,0,0,0.044797553133049006,-0.46068676326712227,0.0,-2.8917507416496154e-16,0,-0.30462002643993075,-0.06699873325306355,-0.6625593719538971,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,1.7581028047273382,-3.785954562709307e-16,-0.49012536216616504,-3.872809172297254e-16,1.569255157835889,0.0,-5.1557972663975215e-16,1,1,0,0,0,0,1,0,0,0,0,-0.12835861850248237
35,1841.01,0,0.0,-0.25220398216520423,-0.2357155430667958,-0.35887312636541424,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,0,0,0,1.608414387636987,1,-0.12787932126873808,0,0.48859710774508014,0.07105882462461224,0,1,0,0,1,0,0,0.044797553133049006,-0.46068676326712227,0.6476797936044462,0.6659051775727443,0,-0.30462002643993075,-0.06699873325306355,-0.42374842387130157,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,-0.7672453371715602,2.20197533904686,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,1,0,1,0,0,0,1,0,0,0,0,-0.3573505872263703
36,3863.28,0,0.0,-0.25220398216520423,-0.2357155430667958,-0.3004968369712106,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,0,1,0,0.3122378329081417,1,-1.1276597660629655,0,-0.9888550373966654,-0.7937909683868406,1,1,0,0,1,0,0,0.044797553133049006,-0.46068676326712227,0.0,-2.8917507416496154e-16,0,-0.30462002643993075,-0.06699873325306355,-0.7421630213147623,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,-2.1502785015327284,0.0,-5.1557972663975215e-16,0,0,1,0,0,0,1,0,0,0,0,1.1350865071507714
